constituent_id,contact_id,amount,payment_date
11792,74031,100,2002-05-31
2993,83700,100,2000-04-27
2993,83700,100,2001-12-26
2993,83700,100,2004-11-24
7558,84371,50,2004-07-01
3409,70460,1000,2000-02-25
3409,70460,1000,2002-03-28
6111,71670,250,1999-01-15
6111,71670,250,1998-12-22
1821,67631,200,1999-01-15
1821,67631,100,2002-05-07
1821,67631,200,1999-11-29
1821,67631,100,2002-07-02
1821,67631,100,2002-07-02
3674,85787,250,2001-10-22
3674,85787,250,2001-10-22
3674,85787,150,2001-10-22
15604,67834,40,2013-01-10
45587,69776,250,2016-05-10
5070,68000,30,2010-06-18
6822,68651,25,2000-05-31
6822,68651,25,2001-06-28
6822,68651,25,2001-06-28
3006,68837,25,2004-07-01
10486,68838,50,2004-07-01
12413,68987,40,2007-07-11
3011,69541,10,2003-11-04
3011,69541,20,2006-11-08
3011,69541,25,2007-11-20
3011,69541,25,2008-11-14
10486,68838,50,2004-07-01
46061,67712,525,2019-10-30
9959,67945,315,2022-04-28
6245,71694,25,2004-01-05
45928,68366,100,2005-04-25
45928,68366,100,2005-04-25
3215,68626,50,1999-12-17
2984,72715,22.5,2001-09-04
2984,72715,32.5,2002-12-05
2984,72715,22.5,2003-03-07
10913,73622,40,2001-09-04
10913,73622,40,2002-12-05
993,85312,14,2001-09-04
993,85312,14,2002-12-05
2252,68281,250,2009-08-24
3000,86840,120,1997-11-02
4533,86887,10,1997-11-02
4533,86887,10,1997-11-02
3840,87004,15,1997-11-02
4055,87005,10,1997-11-02
4058,87010,20,1997-11-02
3009,87029,150,1997-11-02
3951,87516,100,1997-11-02
3951,87516,100,1997-11-02
3522,87998,10,1997-11-02
3524,88025,5,1997-11-02
3524,88025,5,1997-11-02
1505,88093,50,1997-11-02
3437,88116,50,1997-11-02
2448,88261,10,1997-11-02
1529,88432,30,1997-11-02
1529,88432,30,1997-11-02
1529,88432,60,1997-11-02
1529,88432,30,1997-11-02
1529,88432,800,2024-12-31
2790,88605,25,1997-11-02
2959,88748,10,1997-11-02
2959,88748,10,1997-11-02
1559,88796,1000,1997-11-02
5111,89103,75.02,2009-08-18
2538,89115,50,1997-11-02
2961,89202,25,1997-11-02
3535,89938,20,1997-11-02
3535,89938,20,1997-11-02
16253,66549,60,2016-05-02
16253,66549,60,2016-09-01
16253,66549,60,2016-11-29
16253,66549,60,2017-03-07
16253,66549,60,2017-03-07
16253,66549,60,2017-10-17
46167,66808,200,2021-06-04
46167,66808,200,2022-04-28
46167,66808,200,2022-08-26
46167,66808,200,2022-08-26
46167,66808,500,2023-07-31
46167,66808,500,2023-09-15
46167,66808,500,2023-09-15
46167,66808,500,2023-09-15
46167,66808,500,2023-12-20
3539,66835,15,1997-11-02
3541,66988,50,1997-11-02
1789,67186,10,1997-11-02
1789,67186,10,1997-11-02
1789,67186,10,1997-11-02
4364,67282,10,1997-11-02
1383,86905,100,1997-11-02
3840,87004,15,1997-11-02
3840,87004,20,1997-11-02
3840,87004,15,1997-11-02
1411,87157,50,1997-11-02
3953,87568,25,1997-11-02
3953,87568,50,1997-11-02
3953,87568,50,1997-11-02
3953,87568,100,1997-11-02
1471,87752,100,1997-11-02
1471,87752,100,1997-11-02
1471,87752,100,1997-11-02
1483,87864,3,1997-11-02
1505,88093,50,1997-11-02
1523,88349,3,1997-11-02
1523,88349,3,1997-11-02
1523,88349,3,1997-11-02
1529,88432,100,1997-11-02
1529,88432,100,1997-11-02
1529,88432,100,1997-11-02
1529,88432,100,1997-11-02
1559,88796,10,1997-11-02
1559,88796,10,1997-11-02
1707,89108,10,1997-11-02
4214,89416,20,1997-11-02
4214,89416,20,1997-11-02
4214,89416,20,1997-11-02
1627,89430,10,1997-11-02
1627,89430,10,1997-11-02
4218,89477,10,1997-11-02
4218,89477,10,1997-11-02
4218,89477,10,1997-11-02
4218,89477,10,1997-11-02
4218,89477,10,1997-11-02
1651,89649,15,1997-11-02
1651,89649,15,1997-11-02
4960,89910,10,1997-11-02
4307,66372,10,1997-11-02
4307,66372,10,1997-11-02
4307,66372,10,1997-11-02
4307,66372,10,1997-11-02
4307,66372,10,1997-11-02
4307,66372,10,1997-11-02
1691,66468,15,1997-11-02
1691,66468,50,1997-11-02
1713,66645,10,1997-11-02
1735,66775,10,1997-11-02
1735,66775,10,1997-11-02
1735,66775,10,1997-11-02
1757,66900,15,1997-11-02
1757,66900,15,1997-11-02
3541,66988,100,1997-11-02
3997,67024,10,1997-11-02
3997,67024,10,1997-11-02
3997,67024,10,1997-11-02
3997,67024,10,1997-11-02
3997,67024,10,1997-11-02
3997,67024,10,1997-11-02
1777,67138,10,1997-11-02
1789,67186,10,1997-11-02
1793,67246,50,1997-11-02
1803,67315,10,1997-11-02
1803,67315,10,1997-11-02
3000,86840,20,1997-11-02
3009,87029,50,1997-11-02
3009,87029,50,1997-11-02
3001,87875,25,1997-11-02
3001,87875,50,1997-11-02
3001,87875,25,1997-11-02
3001,87875,25,1997-11-02
3000,86840,50,1997-11-02
5529,86875,5,1997-11-02
4533,86887,10,1997-11-02
4533,86887,10,1997-11-02
4533,86887,10,1997-11-02
4533,86887,10,1997-11-02
4533,86887,10,1997-11-02
4535,86898,20,1997-11-02
4055,87005,10,1997-11-02
3009,87029,20,1997-11-02
3009,87029,25,1997-11-02
3009,87029,55,1997-11-02
3009,87029,50,1997-11-02
3009,87029,50,1997-11-02
3009,87029,50,1997-11-02
3520,87096,10,1997-11-02
4060,87266,20,1997-11-02
4537,87317,25,1997-11-02
2786,87414,5,1997-11-02
2786,87414,5,1997-11-02
4291,87483,15,1997-11-02
4291,87483,20,1997-11-02
4291,87483,20,1997-11-02
4291,87483,25,1997-11-02
4291,87483,20,1997-11-02
4291,87483,20,1997-11-02
3001,87875,25,1997-11-02
3001,87875,25,1997-11-02
3001,87875,30,1997-11-02
3001,87875,50,1997-11-02
3001,87875,50,1997-11-02
3001,87875,25,1997-11-02
3001,87875,25,1997-11-02
3001,87875,10,2004-07-30
3524,88025,5,1997-11-02
3524,88025,10,1997-11-02
5597,88027,5,1997-11-02
3437,88116,50,1997-11-02
3437,88116,50,1997-11-02
2536,88184,50,1997-11-02
2448,88261,15,1997-11-02
4543,88649,25,1997-11-02
4543,88649,25,1997-11-02
4543,88649,25,1997-11-02
4543,88649,25,1997-11-02
4543,88649,25,1997-11-02
2792,88745,25,1997-11-02
5574,88802,10,1997-11-02
5574,88802,10,1997-11-02
5574,88802,10,1997-11-02
4545,88962,25,1997-11-02
4545,88962,35,1997-11-02
4545,88962,35,1997-11-02
4545,88962,35,1997-11-02
6150,89040,10,1997-11-02
2538,89115,50,1997-11-02
2795,89143,25,1997-11-02
2795,89143,20,1997-11-02
2961,89202,25,1997-11-02
5322,89348,25,1997-11-02
5322,89348,25,1997-11-02
5322,89348,25,1997-11-02
4293,89612,10,1997-11-02
4293,89612,10,1997-11-02
2330,89631,20,1997-11-02
2330,89631,20,1997-11-02
2330,89631,20,1997-11-02
2330,89631,25,1997-11-02
2330,89631,20,1997-11-02
2330,89631,25,1997-11-02
2330,89631,25,1997-11-02
2330,89631,25,1997-11-02
2330,89631,50,2011-11-14
3535,89938,20,1997-11-02
3535,89938,25,1997-11-02
3535,89938,25,1997-11-02
2800,89954,25,1997-11-02
3535,89938,25,1997-11-02
2798,89797,25,1997-11-02
2800,89954,25,1997-11-02
2798,89797,25,1997-11-02
2798,89797,25,1997-11-02
2800,89954,10,1997-11-02
2798,89797,25,1997-11-02
2800,89954,10,1997-11-02
4960,89910,10,1997-11-02
4936,90049,20,1997-11-02
4936,90049,20,1997-11-02
5296,90088,10,1997-11-02
6503,66429,100,1997-11-02
6503,66429,100,1997-11-02
6503,66429,100,1997-11-02
6503,66429,100,1997-11-02
3211,66638,10,1997-11-02
3211,66638,10,1997-11-02
3067,66728,10,1997-11-02
3067,66728,10,1997-11-02
2454,66953,100,1997-11-02
3541,66988,100,1997-11-02
3541,66988,100,1997-11-02
3541,66988,200,1997-11-02
3541,66988,100,1997-11-02
3541,66988,200,1997-11-02
3541,66988,100,1997-11-02
5992,66990,10,1997-11-02
7508,70521,500,1998-06-05
7508,70521,250,1998-06-05
7508,70521,125,1998-06-05
7551,72544,20,1998-07-02
2984,72715,24,1998-07-02
2984,72715,22.5,2000-07-04
2984,72715,22.5,2001-05-31
10913,73622,40,2001-05-31
7395,83198,200,1998-03-02
7395,83198,200,1998-03-02
1043,83357,25,1997-11-02
993,85312,14,2001-05-31
5327,85643,50,1998-06-05
7348,85829,100,1998-02-26
7453,86823,250,1998-03-27
7453,86823,250,1998-03-27
7453,86823,250,1998-03-27
7453,86823,250,1998-03-27
7453,86823,250,1998-03-27
7453,86823,250,1998-03-27
7453,86823,175,1998-03-27
7453,86823,350,1998-03-27
7453,86823,250,1998-03-27
7453,86823,250,1998-03-27
6150,89040,10,1997-11-02
4192,89048,30,1997-11-02
4960,89910,10,1997-11-02
7357,67656,125,1998-02-26
3011,69541,50,1998-07-02
12770,69977,1000,2007-11-29
2984,72715,20,1998-07-03
993,85312,10,2000-08-31
11771,86485,50,2002-03-01
2984,72715,10,2001-05-31
6150,89040,10,1997-11-02
4960,89910,10,1997-11-02
4960,89910,10,1997-11-02
4960,89910,20,1999-11-29
6524,67985,500,1999-02-10
115,72236,300,1997-12-30
1077,83716,25,1997-12-30
4985,85796,15000,1997-11-02
1609,86654,50,1997-11-02
1609,86654,25,1997-12-31
3000,86840,20,1997-11-02
3000,86840,25,1997-11-02
3009,87029,55,1997-11-02
3009,87029,50,1997-11-02
3009,87029,50,1997-11-02
3009,87029,50,1997-11-02
3656,87512,25,1997-11-02
3953,87568,50,1997-11-02
3953,87568,100,1997-11-02
3001,87875,25,1997-11-02
3001,87875,25,1997-11-02
3001,87875,30,1997-11-02
3001,87875,50,1997-11-02
3001,87875,50,1997-11-02
3001,87875,25,1997-11-02
3001,87875,25,1997-11-02
4086,87886,50,1997-11-02
3530,88096,50,1997-11-02
4100,88190,10,1997-11-02
4152,88461,100,1998-08-17
46123,88790,50,2025-08-06
46123,88790,1200,2025-08-06
6150,89040,10,1997-11-02
6150,89040,10,1997-11-02
699,89839,10,1997-11-02
699,89839,40,1997-11-02
4960,89910,10,1997-11-02
4960,89910,20,2002-12-05
1419,89898,152,2016-07-06
1419,89898,130,2017-08-18
4306,66366,25,1997-11-02
1713,66645,50,1997-11-02
12817,66861,100,2008-01-14
5417,67796,100,1997-11-02
4421,68138,25,1997-11-02
3953,87568,50,1997-11-02
3957,87607,10,1997-11-02
3957,87607,10,1997-11-02
4152,88461,200,1998-08-17
4192,89048,30,1997-11-02
3989,89480,100,1997-11-02
3444,89747,50,1997-11-02
3211,66638,10,1997-11-02
4904,67017,10,1997-11-02
3997,67024,25,1997-11-02
3957,87607,10,1997-11-02
3528,89973,25,1997-11-02
3953,87568,100,1997-11-02
3444,89747,50,1997-11-02
3444,89747,500,1997-11-02
3000,86840,70,1997-11-02
3840,87004,25,1997-11-02
3840,87004,25,1997-11-02
3840,87004,25,1997-11-02
3009,87029,20,1997-11-02
3009,87029,25,1997-11-02
6018,87201,10,1997-11-02
3560,87231,35,1997-11-02
3560,87231,35,1997-11-02
3560,87231,40,1997-11-02
3560,87231,40,1997-11-02
3560,87231,50,1997-11-02
3560,87231,100,1997-11-02
3560,87231,100,1997-11-02
3447,87249,10,1997-11-02
3447,87249,20,1997-11-02
3447,87249,20,1997-11-02
3447,87249,20,1997-11-02
3447,87249,25,1997-11-02
3447,87249,25,1997-11-02
3447,87249,25,1997-11-02
3447,87249,15,1997-11-02
3783,87436,100,1997-11-02
3656,87512,35,1997-11-02
3656,87512,35,1997-11-02
3949,87499,10,1997-11-02
3949,87499,10,1997-11-02
3656,87512,50,1997-11-02
3656,87512,50,1997-11-02
3953,87568,50,1997-11-02
5765,87580,25,1997-11-02
4086,87886,35,1997-11-02
4086,87886,50,1997-11-02
3530,88096,50,1997-11-02
3530,88096,50,1997-11-02
3530,88096,70,1997-11-02
3530,88096,50,1997-11-02
1505,88093,50,2001-06-01
6128,88372,45,1997-11-02
1529,88432,65,1997-11-02
1529,88432,100,1997-11-02
1529,88432,25,1997-11-02
4098,88863,100,1997-11-02
4098,88863,100,1997-11-02
4098,88863,100,1997-11-02
4929,88865,25,1997-11-02
4929,88865,25,1997-11-02
3387,89019,35,1997-11-02
3387,89019,35,1997-11-02
3387,89019,35,1997-11-02
3387,89019,25,1997-11-02
3387,89019,35,1997-11-02
3387,89019,40,1997-11-02
3387,89019,45,1997-11-02
3387,89019,50,1997-11-02
6150,89040,10,1997-11-02
4203,89218,70,1997-11-02
4203,89218,50,1997-11-02
4203,89218,70,1997-11-02
4203,89218,50,1997-11-02
4203,89218,150,1997-11-02
4203,89218,200,1997-11-02
4203,89218,200,1997-11-02
2283,89297,100,1997-11-02
2283,89297,100,1997-11-02
2283,89297,100,1997-11-02
2283,89297,100,1997-11-02
2283,89297,100,1997-11-02
2283,89297,100,1997-11-02
2283,89297,100,1997-11-02
5411,89310,25,1997-11-02
3989,89480,25,1997-11-02
3989,89480,35,1997-11-02
3989,89480,35,1997-11-02
3989,89480,35,1997-11-02
3989,89480,35,1997-11-02
3989,89480,100,1997-11-02
3989,89480,100,1997-11-02
2330,89631,25,1997-11-02
2330,89631,20,1997-11-02
2330,89631,35,1997-11-02
2330,89631,35,1997-11-02
2330,89631,20,1997-11-02
2330,89631,40,1997-11-02
2330,89631,55,1997-11-02
2330,89631,55,1997-11-02
3444,89747,50,1997-11-02
3444,89747,35,1997-11-02
3444,89747,25,1997-11-02
3444,89747,35,1997-11-02
3444,89747,35,1997-11-02
3444,89747,35,1997-11-02
3752,89842,50,1997-11-02
3752,89842,50,1997-11-02
3752,89842,50,1997-11-02
4226,89831,5,1997-11-02
4226,89831,5,1997-11-02
4226,89831,5,1997-11-02
4226,89831,5,1997-11-02
3444,89747,35,1997-11-02
3995,89776,35,1997-11-02
3752,89842,35,1997-11-02
699,89839,20,1997-11-02
3444,89747,40,1997-11-02
3752,89842,25,1997-11-02
3752,89842,25,1997-11-02
4960,89910,25,1997-11-02
3752,89842,25,1997-11-02
4960,89910,25,1997-11-02
3444,89747,200,1997-11-02
3752,89842,50,1997-11-02
3444,89747,200,1997-11-02
4960,89910,20,1997-11-02
4960,89910,20,2001-09-04
3528,89973,35,1997-11-02
3528,89973,35,1997-11-02
3528,89973,35,1997-11-02
3528,89973,35,1997-11-02
4233,89975,35,1997-11-02
4233,89975,35,1997-11-02
4154,66400,35,1997-11-02
4154,66400,35,1997-11-02
4339,66417,50,1997-11-02
5740,66421,45,1997-11-02
5740,66421,45,1997-11-02
5740,66421,45,1997-11-02
3211,66638,10,1997-11-02
5253,66844,25,1997-11-02
5253,66844,25,1997-11-02
5253,66844,25,1997-11-02
5253,66844,25,1997-11-02
6049,66872,25,1997-11-02
6049,66872,25,1997-11-02
1757,66900,50,1997-11-02
1757,66900,100,1997-11-02
1757,66900,100,1997-11-02
1757,66900,100,1997-11-02
3541,66988,50,1997-11-02
3541,66988,100,1997-11-02
3541,66988,50,1997-11-02
3541,66988,70,1997-11-02
3541,66988,100,1997-11-02
3541,66988,200,1997-11-02
3541,66988,200,1997-11-02
3541,66988,100,1997-11-02
3541,66988,100,1997-11-02
3997,67024,20,1997-11-02
3997,67024,20,1997-11-02
3997,67024,25,1997-11-02
3997,67024,20,1997-11-02
3997,67024,25,1997-11-02
3997,67024,20,1997-11-02
3997,67024,25,1997-11-02
3997,67024,25,1997-11-02
3997,67024,25,1997-11-02
3997,67024,35,1997-11-02
4350,67052,10,1997-11-02
1775,67123,100,1997-11-02
1775,67123,100,1997-11-02
1775,67123,100,1997-11-02
4192,89048,100,2000-02-15
2552,86984,2000,1997-11-02
2552,86984,2000,1997-11-02
2552,86984,1250,1997-11-02
2552,86984,1250,1997-11-02
3638,87021,25,1997-11-02
3638,87021,25,1997-11-02
3847,87057,200,1997-11-02
3847,87057,200,1997-11-02
3847,87057,200,1997-11-02
3851,87112,1000,1997-11-02
3851,87112,1000,1997-11-02
4085,87235,1000,1997-11-02
4085,87235,1000,1997-11-02
4085,87235,1000,1997-11-02
4085,87235,1000,1997-11-02
4085,87235,1000,1997-11-02
4085,87235,1000,1997-11-02
4085,87235,1000,1997-11-02
3945,87440,50,1997-11-02
3945,87440,50,1997-11-02
4368,87935,100,1997-11-02
4097,88059,1000,1997-11-02
4097,88059,1000,1997-11-02
4097,88059,250,1997-11-02
4097,88059,250,1997-11-02
4097,88059,250,1997-11-02
4168,88658,250,1997-11-02
4168,88658,250,1997-11-02
4168,88658,250,1997-11-02
1559,88796,100,1997-11-02
5671,88819,10,1997-11-02
5671,88819,10,1997-11-02
4190,88975,100,1997-11-02
4190,88975,100,1997-11-02
4190,88975,100,1997-11-02
4190,88975,100,1997-11-02
4191,89029,750,1997-11-02
4191,89029,500,1997-11-02
4191,89029,500,1997-11-02
4191,89029,500,1997-11-02
6150,89040,20,1997-11-02
4192,89048,50,1997-11-02
3115,89111,250,1997-11-02
3115,89111,250,1997-11-02
3115,89111,250,1997-11-02
3115,89111,250,1997-11-02
3115,89111,250,1997-11-02
4194,89112,250,1997-11-02
4194,89112,250,1997-11-02
4194,89112,250,1997-11-02
4194,89112,250,1997-11-02
4194,89112,250,1997-11-02
4220,89613,50,1997-11-02
2650,89704,25,1997-11-02
4960,89910,20,1997-11-02
4960,89910,20,2001-06-01
4241,90059,100,1997-11-02
4241,90059,100,1997-11-02
4241,90059,100,1997-11-02
4241,90059,100,1997-11-02
4242,90060,150,1997-11-02
4242,90060,500,1997-11-02
4242,90060,100,1997-11-02
4242,90060,100,1997-11-02
4314,66521,150,1997-11-02
4314,66521,150,1997-11-02
4322,66672,20,1997-11-02
2553,66802,425,1997-11-02
4349,66980,250,1997-11-02
4349,66980,1250,1997-11-02
1789,67186,10,1997-11-02
1789,67186,10,1997-11-02
1789,67186,25,1997-11-02
1789,67186,25,1997-11-02
1789,67186,25,1997-11-02
1789,67186,25,1997-11-02
1789,67186,25,1997-11-02
5709,86917,125,1997-11-02
5709,86917,125,1997-11-02
3847,87057,250,1997-11-02
3851,87112,125,1997-11-02
3945,87440,50,1997-11-02
3945,87440,50,1997-11-02
3947,87453,125,1997-11-02
3947,87453,125,1997-11-02
3947,87453,125,1997-11-02
3947,87453,125,1997-11-02
3947,87453,125,1997-11-02
5923,87965,125,1997-11-02
5494,87948,50,1997-11-02
4100,88190,45,1997-11-02
4100,88190,100,1997-11-02
4100,88190,50,1997-11-02
4100,88190,100,1997-11-02
4100,88190,100,1997-11-02
4100,88190,100,1997-11-02
4100,88190,100,1997-11-02
4161,88652,125,1997-11-02
4161,88652,125,1997-11-02
4161,88652,125,1997-11-02
4161,88652,125,1997-11-02
1585,88925,100,1997-11-02
1585,88925,100,1997-11-02
1585,88925,125,1997-11-02
4192,89048,100,1997-11-02
4192,89048,125,1997-11-02
4192,89048,125,1997-11-02
4192,89048,125,1997-11-02
5485,89358,125,1997-11-02
5485,89358,125,1997-11-02
4220,89613,50,1997-11-02
4220,89613,50,1997-11-02
4220,89613,50,1997-11-02
4220,89613,50,1997-11-02
4960,89910,50,1997-11-02
4960,89910,50,1997-11-02
4238,90018,125,1997-11-02
4238,90018,125,1997-11-02
5497,66343,125,1997-11-02
6081,66516,125,1997-11-02
4314,66521,100,1997-11-02
4349,66980,50,1997-11-02
4349,66980,50,1997-11-02
4349,66980,50,1997-11-02
4352,67081,500,1997-11-02
4352,67081,500,1997-11-02
4352,67081,500,1997-11-02
4352,67081,500,1997-11-02
4352,67081,500,1997-11-02
4352,67081,500,1997-11-02
4352,67081,500,1997-11-02
3298,67217,125,1997-11-02
3298,67217,125,1997-11-02
3298,67217,50,1997-11-02
3298,67217,125,1997-11-02
3298,67217,125,1997-11-02
3298,67217,125,1997-11-02
3832,86966,100,1997-11-02
3832,86966,100,1997-11-02
3832,86966,100,1997-11-02
3832,86966,100,1997-11-02
3832,86966,100,1997-11-02
3832,86966,100,1997-11-02
3832,86966,100,1997-11-02
3832,86966,100,1997-11-02
3832,86966,100,1997-11-02
2552,86984,2500,1997-11-02
2552,86984,1250,1997-11-02
2552,86984,1250,1997-11-02
2552,86984,1250,1997-11-02
4085,87235,1250,1997-11-02
4085,87235,1000,1997-11-02
4085,87235,1000,1997-11-02
4085,87235,1000,1997-11-02
4085,87235,1000,1997-11-02
4085,87235,1000,1997-11-02
4085,87235,1000,1997-11-02
3911,87426,200,1997-11-02
3911,87426,100,1997-11-02
3911,87426,200,1997-11-02
3911,87426,200,1997-11-02
3911,87426,200,1997-11-02
3911,87426,200,1997-11-02
3911,87426,200,1997-11-02
4086,87886,50,1997-11-02
5174,88040,100,2001-02-05
5174,88040,100,2001-02-05
4191,89029,500,1997-11-02
4191,89029,500,1997-11-02
4191,89029,500,1997-11-02
4191,89029,500,1997-11-02
6150,89040,20,1997-11-02
2283,89297,100,1997-11-02
4212,89320,50,1997-11-02
4212,89320,50,1997-11-02
4212,89320,100,1997-11-02
4212,89320,100,1997-11-02
4213,89321,25,1997-11-02
6062,89592,25,1997-11-02
5871,89744,50,1997-11-02
4960,89910,25,1997-11-02
4960,89910,25,1997-11-02
4960,89910,25,1997-11-02
4960,89910,25,1997-11-02
4960,89910,20,1997-11-02
3395,66522,100,1997-11-02
3395,66522,500,2006-02-09
4320,66558,25000,2008-09-30
4320,66558,25000,2008-09-30
4342,66838,250,1997-11-02
4342,66838,250,1997-11-02
4342,66838,250,1997-11-02
4342,66838,250,1997-11-02
4342,66838,250,1997-11-02
3564,66849,500,1997-11-02
3564,66849,500,1997-11-02
3564,66849,500,1997-11-02
6546,67118,100,1998-01-13
1775,67123,100,1997-11-02
1775,67123,100,1997-11-02
1775,67123,100,1997-11-02
1775,67123,100,1997-11-02
1775,67123,200,1997-11-02
1775,67123,200,1997-11-02
4361,67255,25,1997-11-02
4361,67255,25,1997-11-02
4361,67255,25,1997-11-02
4361,67255,25,1997-11-02
4361,67255,25,1997-11-02
4361,67255,25,1997-11-02
4361,67255,25,1997-11-02
4361,67255,25,1997-11-02
4361,67255,25,1997-11-02
4361,67255,25,1997-11-02
6064,67365,50,1997-11-02
3961,87686,400,1997-11-02
4081,87774,350,1997-11-02
4081,87774,350,1997-11-02
4084,87910,33,1997-11-02
1529,88432,100,1997-11-02
4098,88863,200,1997-11-02
3989,89480,25,1997-11-02
3444,89747,500,1997-11-02
3779,89981,100,1997-11-02
3779,89981,100,1997-11-02
4339,66417,100,1997-11-02
4339,66417,100,1997-11-02
3444,89747,100,1997-11-02
5522,87443,250,1997-11-02
4100,88190,100,1998-02-04
5494,87948,25,1998-12-22
5494,87948,25,2000-09-28
4960,89910,20,2000-08-31
3387,89019,25,1997-11-02
4960,89910,20,1997-11-02
4960,89910,25,1997-11-02
1559,88796,25,1997-12-30
3945,87440,50,1997-11-02
4349,66980,50,1997-11-02
5196,87151,100,1997-11-02
4192,89048,100,1997-11-02
4349,66980,1250,1997-11-02
1789,67186,25,1997-11-02
3832,86966,100,1997-11-02
4960,89910,15,1997-11-02
5717,67175,100,1997-11-02
5925,87091,175,1997-11-02
5221,87191,175,1997-11-02
5221,87191,175,1997-11-02
5221,87191,175,1997-11-02
5221,87191,175,1997-11-02
3560,87231,175,1997-11-02
3560,87231,175,1997-11-02
3560,87231,175,1997-11-02
5926,87448,175,1997-11-02
5174,88040,525,1997-11-02
4112,88297,175,1997-11-02
5130,88383,175,1997-11-02
5130,88383,175,1997-11-02
5130,88383,175,1997-11-02
5130,88383,175,1997-11-02
5132,88770,175,1997-11-02
6150,89040,10,1997-11-02
6150,89040,10,1997-11-02
7400,89593,75,2006-08-08
4960,89910,10,1997-11-02
4960,89910,10,1997-11-02
5136,66576,350,1997-11-02
3564,66849,175,1997-11-02
6546,67118,100,1998-01-13
5518,86926,300,1997-11-02
5518,86926,100,1997-11-02
4699,87289,125,1997-11-02
3265,87427,125,1997-11-02
3265,87427,125,1997-11-02
3265,87427,125,1997-11-02
3265,87427,125,1997-11-02
3265,87427,175,1997-11-02
4700,88175,125,1997-11-02
4106,88285,100,1997-11-02
4106,88285,250,1997-11-02
4106,88285,250,1997-11-02
4106,88285,250,1997-11-02
4106,88285,900,1997-11-02
4106,88285,350,1997-11-02
4108,88291,250,1997-11-02
4108,88291,150,1997-11-02
4108,88291,150,1997-11-02
4108,88291,150,1997-11-02
4108,88291,175,1997-11-02
4108,88291,175,1997-11-02
4109,88294,125,1997-11-02
4109,88294,150,1997-11-02
4111,88296,100,1997-11-02
4111,88296,250,1997-11-02
4111,88296,125,1997-11-02
4111,88296,125,1997-11-02
4111,88296,125,1997-11-02
4111,88296,150,1997-11-02
4111,88296,150,1997-11-02
4112,88297,125,1997-11-02
4112,88297,125,1997-11-02
4112,88297,125,1997-11-02
4112,88297,125,1997-11-02
4115,88302,125,1997-11-02
4116,88304,125,1997-11-02
4116,88304,125,1997-11-02
4116,88304,125,1997-11-02
4117,88305,125,1997-11-02
4117,88305,125,1997-11-02
4118,88307,150,1997-11-02
5523,88312,175,1997-11-02
3268,88365,300,1997-11-02
3268,88365,300,1997-11-02
4152,88461,125,1997-11-02
