constituent_id,amount,date_added,campaign_id,fund_id,payment_method,category
271,150,2015-06-12T15:11:34.727-04:00,5,12,Cash,Donation
3795,75,2015-06-12T15:12:49.1-04:00,5,12,Cash,Donation
53,25,2015-06-12T15:15:36.877-04:00,5,12,Cash,Donation
119,600,2015-06-12T15:42:31.69-04:00,5,12,Cash,Donation
15539,175,2015-07-02T08:55:56.593-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2015-07-12T17:14:32.993-04:00,5,1,CreditCard,RecurringGiftPayment
15539,175,2015-08-03T15:54:29.88-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2015-08-13T12:22:36.72-04:00,5,1,CreditCard,RecurringGiftPayment
15539,175,2015-09-02T17:19:04.5-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2015-09-11T10:19:50.15-04:00,5,1,CreditCard,RecurringGiftPayment
15539,175,2015-10-02T15:52:32.387-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2015-10-12T09:18:33.723-04:00,5,1,CreditCard,RecurringGiftPayment
15539,40,2015-11-06T17:02:10.23-05:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2015-11-11T19:39:16.19-05:00,5,1,CreditCard,RecurringGiftPayment
15539,40,2015-12-02T14:44:37.017-05:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2015-12-14T11:12:04.85-05:00,5,1,CreditCard,RecurringGiftPayment
1237,100,2015-12-23T11:27:01.523-05:00,5,1,Cash,Donation
271,25,2015-12-23T11:49:53.147-05:00,5,1,Cash,Donation
2368,50,2015-12-30T17:28:10.737-05:00,5,16,Cash,Donation
15539,145,2016-01-04T11:34:27.243-05:00,,88,CreditCard,RecurringGiftPayment
261,50,2016-01-04T16:59:17.027-05:00,5,1,Cash,Donation
119,41.67,2016-01-11T17:32:45.543-05:00,5,1,CreditCard,RecurringGiftPayment
15539,145,2016-02-02T17:53:52.353-05:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2016-02-11T10:43:13.02-05:00,5,1,CreditCard,RecurringGiftPayment
15539,145,2016-03-02T14:07:59.617-05:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2016-03-15T16:29:05.587-04:00,5,1,CreditCard,RecurringGiftPayment
15539,175,2016-04-04T10:38:24.91-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2016-04-11T14:50:42.373-04:00,5,1,CreditCard,RecurringGiftPayment
15539,205,2016-05-02T17:14:15.757-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2016-05-12T11:14:03.657-04:00,5,1,CreditCard,RecurringGiftPayment
15539,175,2016-06-02T12:10:15.223-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2016-06-13T16:29:07.963-04:00,5,1,CreditCard,RecurringGiftPayment
3795,80,2016-06-14T15:13:01.223-04:00,5,12,Cash,Donation
271,80,2016-06-14T15:33:29.273-04:00,5,12,Cash,Donation
119,500,2016-06-14T15:37:03.783-04:00,5,12,Cash,Donation
15539,175,2016-07-05T11:24:20.863-04:00,,88,CreditCard,RecurringGiftPayment
53,50,2016-07-06T15:11:17.86-04:00,5,12,Cash,Donation
119,41.67,2016-07-12T16:58:11.5-04:00,5,1,CreditCard,RecurringGiftPayment
15539,175,2016-08-02T09:04:47.07-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2016-08-12T09:53:19.51-04:00,5,1,CreditCard,RecurringGiftPayment
15539,175,2016-09-06T10:04:37.847-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2016-09-14T09:59:15.007-04:00,5,1,CreditCard,RecurringGiftPayment
15539,175,2016-10-03T17:27:57.163-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2016-10-14T16:04:31.41-04:00,5,1,CreditCard,RecurringGiftPayment
15539,145,2016-11-04T11:38:31.2-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2016-11-15T15:56:34.53-05:00,5,1,CreditCard,RecurringGiftPayment
15539,145,2016-12-02T15:36:54.407-05:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2016-12-12T15:20:31.433-05:00,5,1,CreditCard,RecurringGiftPayment
10969,50,2016-12-23T13:47:17.477-05:00,5,12,Cash,Donation
15539,145,2017-01-03T16:34:16.51-05:00,,88,CreditCard,RecurringGiftPayment
1237,100,2017-01-06T18:17:05.47-05:00,6,24,Cash,Donation
119,41.67,2017-01-16T16:59:55.14-05:00,5,1,CreditCard,RecurringGiftPayment
15539,145,2017-02-06T10:34:32.68-05:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2017-02-13T16:24:41.08-05:00,5,1,CreditCard,RecurringGiftPayment
15539,145,2017-03-02T18:56:41.023-05:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2017-03-13T13:02:06.06-04:00,5,1,CreditCard,RecurringGiftPayment
15539,205,2017-04-04T12:13:23.19-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2017-04-11T19:08:40.983-04:00,5,1,CreditCard,RecurringGiftPayment
15539,175,2017-05-02T17:02:00.123-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2017-05-11T20:13:42.987-04:00,5,1,CreditCard,RecurringGiftPayment
15539,175,2017-06-05T16:09:58.82-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2017-06-12T13:06:41.56-04:00,5,1,CreditCard,RecurringGiftPayment
10969,80,2017-06-16T10:15:14.74-04:00,5,12,Cash,Donation
271,80,2017-06-16T10:44:28.303-04:00,5,12,Cash,Donation
119,650,2017-06-27T12:57:32.557-04:00,5,12,Cash,Donation
15539,175,2017-07-03T16:43:28.07-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2017-07-11T12:26:38.217-04:00,5,1,CreditCard,RecurringGiftPayment
53,50,2017-07-17T12:14:54.867-04:00,5,12,Cash,Donation
15539,175,2017-08-02T16:21:38.497-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2017-08-14T11:08:45.587-04:00,5,1,CreditCard,RecurringGiftPayment
119,41.67,2017-09-14T15:22:25.343-04:00,5,1,CreditCard,RecurringGiftPayment
15539,175,2017-09-14T15:22:26.123-04:00,,88,CreditCard,RecurringGiftPayment
15539,175,2017-10-04T10:49:13.307-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2017-10-12T11:55:18.74-04:00,5,1,CreditCard,RecurringGiftPayment
15539,145,2017-11-07T15:29:21.397-05:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2017-11-15T08:53:26.173-05:00,5,1,CreditCard,RecurringGiftPayment
15539,145,2017-12-08T19:35:56.923-05:00,,88,CreditCard,RecurringGiftPayment
45913,5000,2017-12-12T19:42:59.553-05:00,6,24,Cash,Donation
119,41.67,2017-12-12T20:23:44.52-05:00,5,1,CreditCard,RecurringGiftPayment
15539,150,2018-01-02T13:16:42.91-05:00,,88,CreditCard,RecurringGiftPayment
261,50,2018-01-02T13:39:23.877-05:00,5,1,Cash,Donation
119,41.67,2018-01-11T17:00:45.64-05:00,5,1,CreditCard,RecurringGiftPayment
15539,150,2018-02-02T09:45:15.12-05:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2018-02-12T16:24:56.12-05:00,5,1,CreditCard,RecurringGiftPayment
15539,150,2018-03-05T09:27:17.987-05:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2018-03-13T09:57:06.86-04:00,5,1,CreditCard,RecurringGiftPayment
15539,210,2018-04-02T09:11:31.587-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2018-04-13T14:17:19.433-04:00,5,1,CreditCard,RecurringGiftPayment
15539,180,2018-05-02T09:44:54.61-04:00,,88,CreditCard,RecurringGiftPayment
271,80,2018-06-04T14:04:01.877-04:00,5,12,Cash,Donation
15539,180,2018-06-05T12:44:12.347-04:00,,88,CreditCard,RecurringGiftPayment
119,500,2018-06-19T15:54:39.36-04:00,5,12,Cash,Donation
15539,180,2018-07-02T14:57:20.6-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2018-07-10T18:27:19.24-04:00,5,1,Cash,Donation
