Contact ID,Amount,Received Date,Payment Date,Payment Method,Status,Created At,Donation ID,Action,Duplicate Group
21101,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T11:24:31.884Z,107172,REMOVE,21101-50.00-2025-11-13
21101,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T07:24:31.970Z,107091,REMOVE,21101-50.00-2025-11-13
21101,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T03:24:31.933Z,107010,REMOVE,21101-50.00-2025-11-13
21101,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T23:24:32.601Z,106929,REMOVE,21101-50.00-2025-11-13
21101,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T19:24:31.850Z,106848,REMOVE,21101-50.00-2025-11-13
21101,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T15:24:32.195Z,106767,REMOVE,21101-50.00-2025-11-13
21101,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T11:24:32.335Z,106686,REMOVE,21101-50.00-2025-11-13
21101,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T07:24:32.161Z,106605,REMOVE,21101-50.00-2025-11-13
21101,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T03:24:32.706Z,106524,REMOVE,21101-50.00-2025-11-13
21101,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T23:24:32.583Z,106443,REMOVE,21101-50.00-2025-11-13
21101,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T19:24:32.439Z,106362,REMOVE,21101-50.00-2025-11-13
21101,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T15:24:32.419Z,106281,REMOVE,21101-50.00-2025-11-13
21101,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T11:59:43.367Z,106206,REMOVE,21101-50.00-2025-11-13
16019,3000.00,2025-07-26,2025-07-26,Credit Card,completed,2025-11-11T11:25:31.848Z,9136,KEEP,16019-3000.00-2025-07-25 to 2025-07-26
16019,3000.00,2025-07-25,2025-07-25,Cash,completed,2025-11-05T09:44:57.142Z,234,REMOVE,16019-3000.00-2025-07-25 to 2025-07-26
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-17T07:24:23.373Z,107555,KEEP,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-17T03:24:23.715Z,107474,REMOVE,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-16T23:24:23.706Z,107393,REMOVE,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-16T19:24:24.255Z,107312,REMOVE,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-16T15:24:24.064Z,107231,REMOVE,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-16T11:24:23.336Z,107150,REMOVE,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-16T07:24:23.369Z,107069,REMOVE,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-16T03:24:23.573Z,106988,REMOVE,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-15T23:24:24.086Z,106907,REMOVE,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-15T19:24:23.422Z,106826,REMOVE,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-15T15:24:23.509Z,106745,REMOVE,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-15T11:24:23.786Z,106664,REMOVE,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-15T07:24:23.599Z,106583,REMOVE,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-15T03:24:24.130Z,106502,REMOVE,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-14T23:24:24.107Z,106421,REMOVE,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-14T19:24:23.798Z,106340,REMOVE,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-14T15:24:23.953Z,106259,REMOVE,21668-125.00-2025-11-12
21668,125.00,2025-11-12,2025-11-12,Cash,completed,2025-11-14T11:59:34.556Z,106184,REMOVE,21668-125.00-2025-11-12
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-17T07:24:18.108Z,107541,KEEP,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-17T03:24:18.263Z,107460,REMOVE,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-16T23:24:18.333Z,107379,REMOVE,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-16T19:24:18.784Z,107298,REMOVE,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-16T15:24:18.662Z,107217,REMOVE,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-16T11:24:17.897Z,107136,REMOVE,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-16T07:24:17.940Z,107055,REMOVE,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-16T03:24:18.425Z,106974,REMOVE,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-15T23:24:18.759Z,106893,REMOVE,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-15T19:24:18.118Z,106812,REMOVE,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-15T15:24:18.080Z,106731,REMOVE,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-15T11:24:18.435Z,106650,REMOVE,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-15T07:24:18.209Z,106569,REMOVE,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-15T03:24:18.699Z,106488,REMOVE,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-14T23:24:18.790Z,106407,REMOVE,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-14T19:24:18.400Z,106326,REMOVE,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-14T15:24:18.715Z,106245,REMOVE,14540-360.00-2025-11-11
14540,360.00,2025-11-11,2025-11-11,Cash,completed,2025-11-14T11:59:29.123Z,106170,REMOVE,14540-360.00-2025-11-11
28235,10.00,2025-03-21,2025-03-21,Other,completed,2025-12-18T21:11:45.449Z,134776,KEEP,28235-10.00-2025-03-20 to 2025-03-21
28235,10.00,2025-03-20,2025-03-20,Other,completed,2025-11-13T12:54:21.795Z,105950,REMOVE,28235-10.00-2025-03-20 to 2025-03-21
28235,10.00,2025-05-20,2025-05-20,Other,completed,2025-12-18T21:11:44.078Z,134140,KEEP,28235-10.00-2025-05-19 to 2025-05-20
28235,10.00,2025-05-19,2025-05-19,Other,completed,2025-11-13T12:54:20.592Z,105451,REMOVE,28235-10.00-2025-05-19 to 2025-05-20
28235,10.00,2025-06-23,2025-06-23,Other,completed,2025-12-18T21:11:43.349Z,134000,KEEP,28235-10.00-2025-06-22 to 2025-06-23
28235,10.00,2025-06-22,2025-06-22,Other,completed,2025-11-13T12:54:20.592Z,105390,REMOVE,28235-10.00-2025-06-22 to 2025-06-23
28235,10.00,2025-07-24,2025-07-24,Other,completed,2025-12-18T21:11:42.984Z,133879,KEEP,28235-10.00-2025-07-23 to 2025-07-24
28235,10.00,2025-07-23,2025-07-23,Card,completed,2025-11-11T11:33:42.348Z,44937,REMOVE,28235-10.00-2025-07-23 to 2025-07-24
28235,10.00,2025-08-22,2025-08-22,Other,completed,2025-12-18T21:11:42.264Z,133673,KEEP,28235-10.00-2025-08-21 to 2025-08-22
28235,10.00,2025-08-21,2025-08-21,Card,completed,2025-11-11T11:33:42.348Z,44936,REMOVE,28235-10.00-2025-08-21 to 2025-08-22
28235,10.00,2025-09-29,2025-09-29,Other,completed,2025-12-18T21:11:41.539Z,133468,KEEP,28235-10.00-2025-09-28 to 2025-09-29
28235,10.00,2025-09-28,2025-09-28,Other,completed,2025-11-13T12:54:19.091Z,105181,REMOVE,28235-10.00-2025-09-28 to 2025-09-29
28235,10.00,2025-10-20,2025-10-20,Other,completed,2025-12-18T21:11:39.944Z,132927,KEEP,28235-10.00-2025-10-19 to 2025-10-20
28235,10.00,2025-10-19,2025-10-19,Other,completed,2025-11-13T12:54:17.215Z,104697,REMOVE,28235-10.00-2025-10-19 to 2025-10-20
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-17T07:24:26.907Z,107564,KEEP,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-17T03:24:27.198Z,107483,REMOVE,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T23:24:27.189Z,107402,REMOVE,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T19:24:27.843Z,107321,REMOVE,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T15:24:27.671Z,107240,REMOVE,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T11:24:26.836Z,107159,REMOVE,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T07:24:26.926Z,107078,REMOVE,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T03:24:27.002Z,106997,REMOVE,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T23:24:27.562Z,106916,REMOVE,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T19:24:26.881Z,106835,REMOVE,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T15:24:27.023Z,106754,REMOVE,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T11:24:27.261Z,106673,REMOVE,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T07:24:27.142Z,106592,REMOVE,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T03:24:27.615Z,106511,REMOVE,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T23:24:27.545Z,106430,REMOVE,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T19:24:27.326Z,106349,REMOVE,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T15:24:27.440Z,106268,REMOVE,14378-50.00-2025-11-13
14378,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T11:59:38.200Z,106193,REMOVE,14378-50.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-17T07:24:39.744Z,107597,KEEP,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-17T03:24:39.932Z,107516,REMOVE,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T23:24:40.021Z,107435,REMOVE,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T19:24:40.796Z,107354,REMOVE,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T15:24:40.673Z,107273,REMOVE,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T11:24:39.727Z,107192,REMOVE,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T07:24:39.771Z,107111,REMOVE,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T03:24:39.374Z,107030,REMOVE,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T23:24:40.348Z,106949,REMOVE,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T19:24:39.490Z,106868,REMOVE,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T15:24:39.998Z,106787,REMOVE,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T11:24:40.049Z,106706,REMOVE,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T07:24:39.932Z,106625,REMOVE,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T03:24:40.576Z,106544,REMOVE,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T23:24:40.178Z,106463,REMOVE,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T19:24:40.213Z,106382,REMOVE,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T15:24:39.963Z,106301,REMOVE,18873-125.00-2025-11-13
18873,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T11:59:51.820Z,106226,REMOVE,18873-125.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-17T07:24:46.163Z,107614,KEEP,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-17T03:24:46.429Z,107533,REMOVE,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T23:24:46.564Z,107452,REMOVE,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T19:24:47.303Z,107371,REMOVE,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T15:24:47.264Z,107290,REMOVE,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T11:24:46.237Z,107209,REMOVE,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T07:24:46.312Z,107128,REMOVE,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T03:24:45.773Z,107047,REMOVE,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T23:24:46.870Z,106966,REMOVE,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T19:24:45.878Z,106885,REMOVE,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T15:24:46.492Z,106804,REMOVE,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T11:24:46.575Z,106723,REMOVE,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T07:24:46.423Z,106642,REMOVE,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T03:24:47.019Z,106561,REMOVE,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T23:24:46.603Z,106480,REMOVE,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T19:24:46.788Z,106399,REMOVE,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T15:24:46.265Z,106318,REMOVE,2979-50.00-2025-11-13
2979,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T11:59:58.823Z,106243,REMOVE,2979-50.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-17T07:24:40.890Z,107600,KEEP,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-17T03:24:41.134Z,107519,REMOVE,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T23:24:41.278Z,107438,REMOVE,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T19:24:41.955Z,107357,REMOVE,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T15:24:41.832Z,107276,REMOVE,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T11:24:40.875Z,107195,REMOVE,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T07:24:40.932Z,107114,REMOVE,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T03:24:40.489Z,107033,REMOVE,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T23:24:41.600Z,106952,REMOVE,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T19:24:40.633Z,106871,REMOVE,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T15:24:41.150Z,106790,REMOVE,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T11:24:41.258Z,106709,REMOVE,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T07:24:41.077Z,106628,REMOVE,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T03:24:41.723Z,106547,REMOVE,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T23:24:41.381Z,106466,REMOVE,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T19:24:41.371Z,106385,REMOVE,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T15:24:41.090Z,106304,REMOVE,17269-125.00-2025-11-13
17269,125.00,2025-11-13,2025-11-13,Cash,completed,2025-11-14T11:59:53.063Z,106229,REMOVE,17269-125.00-2025-11-13
17270,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-17T07:24:30.040Z,107572,KEEP,17270-50.00-2025-11-13
17270,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-17T03:24:30.274Z,107491,REMOVE,17270-50.00-2025-11-13
17270,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T23:24:30.302Z,107410,REMOVE,17270-50.00-2025-11-13
17270,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T19:24:30.954Z,107329,REMOVE,17270-50.00-2025-11-13
17270,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T15:24:30.877Z,107248,REMOVE,17270-50.00-2025-11-13
17270,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T11:24:29.909Z,107167,REMOVE,17270-50.00-2025-11-13
17270,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T07:24:30.017Z,107086,REMOVE,17270-50.00-2025-11-13
17270,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-16T03:24:29.977Z,107005,REMOVE,17270-50.00-2025-11-13
17270,50.00,2025-11-13,2025-11-13,Cash,completed,2025-11-15T23:24:30.674Z,106924,REMOVE,17270-50.00-2025-11-13
